symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl,pnl_pips,exit_reason
XAUUSD,LONG,2025-04-21 19:45:00.039000+07:00,2025-04-21 19:46:11.364000+07:00,3407.715,3408.315,0.599999999999909,5.9999999999990905,trailing_stop
XAUUSD,LONG,2025-04-21 20:00:00.120000+07:00,2025-04-21 20:00:12.874000+07:00,3415.175,3415.885,0.7100000000000364,7.100000000000364,trailing_stop
XAUUSD,LONG,2025-04-21 20:15:00.026000+07:00,2025-04-21 20:16:46.312000+07:00,3421.015,3417.795,-3.2199999999998,-32.199999999998,trailing_stop
XAUUSD,LONG,2025-04-21 20:30:00.128000+07:00,2025-04-21 20:30:11.703000+07:00,3416.845,3417.395,0.5500000000001819,5.500000000001819,trailing_stop
XAUUSD,LONG,2025-04-21 20:45:00.095000+07:00,2025-04-21 20:45:26.713000+07:00,3417.295,3415.925,-1.3699999999998909,-13.699999999998909,trailing_stop
XAUUSD,SHORT,2025-04-25 20:00:00.054000+07:00,2025-04-25 20:00:28.730000+07:00,3292.385,3290.865,1.5200000000004366,15.200000000004366,trailing_stop
XAUUSD,SHORT,2025-04-25 20:15:00.652000+07:00,2025-04-25 20:15:18.554000+07:00,3284.155,3283.175,0.9800000000000182,9.800000000000182,trailing_stop
XAUUSD,SHORT,2025-04-30 15:00:00.066000+07:00,2025-04-30 15:01:44.037000+07:00,3306.805,3306.275,0.5299999999997453,5.299999999997453,trailing_stop
XAUUSD,SHORT,2025-04-30 15:45:00.104000+07:00,2025-04-30 15:47:03.824000+07:00,3285.715,3288.055,-2.3399999999996908,-23.399999999996908,trailing_stop
XAUUSD,SHORT,2025-04-30 16:00:00.199000+07:00,2025-04-30 16:05:07.155000+07:00,3284.195,3283.305,0.8900000000003274,8.900000000003274,trailing_stop
XAUUSD,SHORT,2025-04-30 16:15:00.083000+07:00,2025-04-30 16:20:33.606000+07:00,3284.755,3281.865,2.8900000000003274,28.900000000003274,trailing_stop
XAUUSD,SHORT,2025-04-30 16:30:00.050000+07:00,2025-04-30 16:46:02.368000+07:00,3282.925,3282.895,0.03000000000020009,0.3000000000020009,trailing_stop
XAUUSD,SHORT,2025-04-30 16:46:02.368000+07:00,2025-04-30 16:47:28.295000+07:00,3282.245,3281.665,0.5799999999999272,5.799999999999272,trailing_stop
XAUUSD,SHORT,2025-04-30 17:00:00.033000+07:00,2025-04-30 17:03:32.246000+07:00,3275.705,3274.855,0.849999999999909,8.49999999999909,trailing_stop
XAUUSD,SHORT,2025-04-30 17:15:00.773000+07:00,2025-04-30 17:19:35.738000+07:00,3273.655,3273.275,0.38000000000010914,3.8000000000010914,trailing_stop
XAUUSD,SHORT,2025-04-30 17:30:00.220000+07:00,2025-04-30 17:43:33.496000+07:00,3277.275,3276.305,0.9700000000002547,9.700000000002547,trailing_stop
XAUUSD,SHORT,2025-04-30 17:45:00.032000+07:00,2025-04-30 17:51:30.104000+07:00,3276.485,3275.555,0.930000000000291,9.30000000000291,trailing_stop
XAUUSD,SHORT,2025-04-30 18:00:00.144000+07:00,2025-04-30 18:00:57.653000+07:00,3272.385,3272.545,-0.15999999999985448,-1.5999999999985448,trailing_stop
XAUUSD,SHORT,2025-04-30 18:15:00.028000+07:00,2025-04-30 18:20:25.056000+07:00,3275.865,3275.235,0.6299999999996544,6.299999999996544,trailing_stop
XAUUSD,SHORT,2025-04-30 18:30:00.049000+07:00,2025-04-30 18:40:23.371000+07:00,3280.255,3279.875,0.38000000000010914,3.8000000000010914,trailing_stop
XAUUSD,SHORT,2025-04-30 18:45:00.042000+07:00,2025-04-30 18:46:24.712000+07:00,3279.425,3278.995,0.43000000000029104,4.30000000000291,trailing_stop
